Year,Country Index,Country,Region Index,Region,Province / State,City,Latitude,Longitude,Multiple Attack,Success Attack,Suicide,Attack Type Index,Attack Type,Target Type Index,Target Type,Weapon Type Index,Weapon Type,Total No. of Fatalities,Total No. of Injured,Total No. of Hostages/Kidnapping Victims
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Karma,33.403057,43.911865,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,3,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.31065,44.038208,0,1,0,2,Armed Assault,2,Government (General),5,Firearms,2,0,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Baiji,34.92485,43.491413,0,1,0,2,Armed Assault,3,Police,5,Firearms,2,0,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,1,Assassination,2,Government (General),5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.31065,44.038208,0,1,0,2,Armed Assault,2,Government (General),5,Firearms,2,0,
2011,95,Iraq,10,Middle East & North Africa,Basra,Basra,30.510054,47.778095,0,1,0,3,Bombing/Explosion,21,Utilities,6,Explosives,0,0,
2011,95,Iraq,10,Middle East & North Africa,Babil,Hillah,32.469238,44.416637,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,0,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Tarmiyah,33.669689,44.381317,0,0,1,1,Assassination,3,Police,6,Explosives,3,17,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Tuz Khormato district,34.88576,44.639424,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,1,0,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.31065,44.038208,0,0,0,1,Assassination,2,Government (General),6,Explosives,0,0,
2011,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,2,Armed Assault,14,Private Citizens & Property,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.31065,44.038208,0,1,0,1,Assassination,17,Terrorists/Non-State Militia,6,Explosives,1,0,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.74324,44.623825,0,0,0,1,Assassination,2,Government (General),6,Explosives,0,3,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Tuz Khormato,34.881348,44.62513,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,2,Armed Assault,2,Government (General),5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,2,Armed Assault,2,Government (General),5,Firearms,0,1,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,2,Armed Assault,2,Government (General),5,Firearms,0,1,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,1,1,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,2,Armed Assault,2,Government (General),5,Firearms,0,1,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,2,Armed Assault,3,Police,5,Firearms,0,1,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,2,Armed Assault,3,Police,5,Firearms,0,1,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Dujail,33.835629,44.247406,0,1,0,3,Bombing/Explosion,19,Transportation,6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Rutba,33.036022,40.288158,0,1,0,6,Hostage Taking (Kidnapping),15,Religious Figures/Institutions,9,Melee,3,0,3
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Rutba,33.036022,40.288158,0,1,0,6,Hostage Taking (Kidnapping),15,Religious Figures/Institutions,13,Unknown,0,0,2
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,0,1,0,2,Armed Assault,3,Police,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,2,Armed Assault,1,Business,5,Firearms,0,0,
2011,95,Iraq,10,Middle East & North Africa,Nineveh,Qayarah,35.79813,43.294178,0,1,0,2,Armed Assault,3,Police,5,Firearms,1,1,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,2,Armed Assault,3,Police,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Babil,Jurf al-Sakhr,32.867008,44.220455,0,1,0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,1,0,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2,2,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,2,Armed Assault,8,Educational Institution,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,2,Armed Assault,2,Government (General),5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Muqdadiyah,33.953167,44.921906,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,3,
2011,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,2,Armed Assault,3,Police,5,Firearms,1,1,
2011,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,0,1,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,2,Armed Assault,3,Police,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Hit,33.633896,42.832081,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,0,5,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,0,1,0,3,Bombing/Explosion,3,Police,6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,19,Transportation,6,Explosives,1,1,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,5,8,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,0,1,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Sadiyah,34.125729,45.003342,0,1,0,2,Armed Assault,2,Government (General),5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,0,0,1,Assassination,3,Police,5,Firearms,0,1,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Qadisiyah,34.458889,43.791004,0,1,0,6,Hostage Taking (Kidnapping),3,Police,13,Unknown,0,0,1
2011,95,Iraq,10,Middle East & North Africa,Saladin,Taji,33.530734,44.274292,1,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,35,58,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Taji,33.530734,44.274292,1,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,1,0,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.31065,44.038208,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,0,1,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.31065,44.038208,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,0,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Hadid,33.77631,44.555672,0,0,1,1,Assassination,3,Police,6,Explosives,3,19,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Katun,33.774444,44.580556,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,0,3,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.74324,44.623825,0,1,0,2,Armed Assault,17,Terrorists/Non-State Militia,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.74324,44.623825,0,1,0,3,Bombing/Explosion,19,Transportation,6,Explosives,0,10,
2011,95,Iraq,10,Middle East & North Africa,Wasit,Kut,32.533287,45.829453,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,0,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Karma,33.403057,43.911865,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,1,0,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,2,Armed Assault,14,Private Citizens & Property,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,0,0,1,Assassination,2,Government (General),6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,3,Bombing/Explosion,21,Utilities,6,Explosives,0,0,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,0,1,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Baiji,34.92485,43.491413,0,1,0,3,Bombing/Explosion,3,Police,6,Explosives,1,1,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown,0,0,1
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,7,Government (Diplomatic),6,Explosives,0,0,
2011,95,Iraq,10,Middle East & North Africa,Karbala,Karbala,32.604393,44.007145,1,1,0,7,Facility/Infrastructure Attack,1,Business,8,Incendiary,1,1,
2011,95,Iraq,10,Middle East & North Africa,Karbala,Karbala,32.604393,44.007145,1,1,0,7,Facility/Infrastructure Attack,1,Business,8,Incendiary,1,1,
2011,95,Iraq,10,Middle East & North Africa,Karbala,Karbala,32.604393,44.007145,1,1,0,7,Facility/Infrastructure Attack,1,Business,8,Incendiary,0,0,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,19,Transportation,6,Explosives,1,0,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,19,Transportation,6,Explosives,0,8,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Bodjh,33.773349,45.14945,0,1,0,2,Armed Assault,17,Terrorists/Non-State Militia,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,0,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.31065,44.038208,0,1,0,2,Armed Assault,17,Terrorists/Non-State Militia,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Abbarah,33.813793,44.657238,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,3,Police,6,Explosives,0,1,
2011,95,Iraq,10,Middle East & North Africa,Karbala,Karbala,32.604393,44.007145,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2,3,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,6,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,9,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,19,Transportation,6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Tikrit district,34.604447,43.685789,0,0,0,1,Assassination,3,Police,5,Firearms,0,3,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,2,Armed Assault,14,Private Citizens & Property,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Riyadh,35.272076,43.915043,0,1,0,3,Bombing/Explosion,3,Police,6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Sadiyah district,34.186336,45.126056,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,2,1,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,2,Armed Assault,2,Government (General),5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Riyadh,35.272076,43.915043,0,1,0,3,Bombing/Explosion,3,Police,6,Explosives,1,2,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Karma,33.403057,43.911865,0,1,0,2,Armed Assault,1,Business,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,2,Armed Assault,1,Business,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,3,Police,6,Explosives,2,8,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Tarmiyah,33.669689,44.381317,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,6,
2011,95,Iraq,10,Middle East & North Africa,Basra,Zubair,30.383333,47.7,0,0,0,1,Assassination,15,Religious Figures/Institutions,5,Firearms,0,1,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Karma,33.403057,43.911865,0,1,0,2,Armed Assault,1,Business,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,2,Armed Assault,3,Police,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,0,3,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Muqdadiyah,33.953167,44.921906,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,3,12,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.74324,44.623825,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,0,3,
2011,95,Iraq,10,Middle East & North Africa,Arbil,Arbil,36.192589,44.004623,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2,2,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,2,Armed Assault,17,Terrorists/Non-State Militia,5,Firearms,1,1,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.74324,44.623825,0,1,0,1,Assassination,2,Government (General),6,Explosives,1,2,
2011,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,2,Armed Assault,1,Business,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,0,0,3,Bombing/Explosion,2,Government (General),6,Explosives,0,0,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,1,8,
2011,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,0,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Tikrit,34.621521,43.668377,0,1,1,3,Bombing/Explosion,3,Police,6,Explosives,13,31,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Taji,33.530734,44.274292,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2,5,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Qara Tapa,34.430836,44.93409,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,6,
2011,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,0,0,1,Assassination,2,Government (General),6,Explosives,0,3,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,1,Assassination,2,Government (General),5,Firearms,2,0,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,0,0,1,Assassination,2,Government (General),6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,0,19,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,2,Armed Assault,4,Military,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.31065,44.038208,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,6,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,3,13,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,0,3,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,1,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,7,13,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,3,14,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Baiji,34.92485,43.491413,0,1,0,3,Bombing/Explosion,21,Utilities,6,Explosives,0,0,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,7,13,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,2,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2,7,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,0,0,3,Bombing/Explosion,2,Government (General),6,Explosives,0,0,
2011,95,Iraq,10,Middle East & North Africa,Babil,Iskandariyah,32.887157,44.341637,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,6,14,
2011,95,Iraq,10,Middle East & North Africa,Babil,Iskandariyah,32.887157,44.341637,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,1,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.31065,44.038208,0,1,0,1,Assassination,17,Terrorists/Non-State Militia,6,Explosives,2,2,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.74324,44.623825,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,1,
2011,95,Iraq,10,Middle East & North Africa,Babil,Haswah,32.88018,44.386963,0,1,0,3,Bombing/Explosion,3,Police,6,Explosives,0,4,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Rawah,34.477619,41.920773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,1,
2011,95,Iraq,10,Middle East & North Africa,Sulaymaniyah,Sulaymaniyah,35.567009,45.385494,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,0,0,1,Assassination,3,Police,6,Explosives,0,0,
2011,95,Iraq,10,Middle East & North Africa,Wasit,Kut,32.533287,45.829453,0,1,0,2,Armed Assault,14,Private Citizens & Property,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,4,23,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,0,4,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Jalawlah,34.271034,45.163567,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,0,6,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,10,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,10,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,2,Armed Assault,15,Religious Figures/Institutions,5,Firearms,1,0,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,0,0,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Sadiyah,34.125729,45.003342,0,1,0,2,Armed Assault,2,Government (General),5,Firearms,2,0,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Kan'an,33.693409,44.796085,0,0,0,1,Assassination,17,Terrorists/Non-State Militia,5,Firearms,0,2,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Ishaqi,34.023571,44.031361,0,0,0,1,Assassination,3,Police,6,Explosives,0,3,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,8,
2011,95,Iraq,10,Middle East & North Africa,Babil,Yusufiyah,33.07835,44.254719,0,1,0,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,5,Firearms,7,0,7
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,1,5,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,0,5,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Wajihiyah,33.95,44.983333,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,1,13,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.74324,44.623825,0,0,0,3,Bombing/Explosion,2,Government (General),6,Explosives,0,6,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Khan Bani Saad,33.571807,44.536067,0,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,9,14,
2011,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,3,Bombing/Explosion,21,Utilities,6,Explosives,1,3,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Balad,34.010471,44.148235,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,0,6,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Tikrit,34.621521,43.668377,0,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,5,9,
2011,95,Iraq,10,Middle East & North Africa,Wasit,Kut,32.533287,45.829453,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,40,68,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Buhriz,33.716995,44.679516,0,1,0,2,Armed Assault,14,Private Citizens & Property,5,Firearms,2,0,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Jalawlah,34.271034,45.163567,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,0,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,3,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.31065,44.038208,0,1,0,2,Armed Assault,3,Police,5,Firearms,1,2,
2011,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,1,1,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Tarmiyah,33.669689,44.381317,0,0,1,1,Assassination,3,Police,6,Explosives,3,7,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,3,Bombing/Explosion,3,Police,6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Saladin,Taji,33.530734,44.274292,0,1,0,2,Armed Assault,3,Police,5,Firearms,0,2,
2011,95,Iraq,10,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,0,1,0,3,Bombing/Explosion,3,Police,6,Explosives,1,2,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Zab,35.271023,43.458084,0,0,0,1,Assassination,4,Military,6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,0,5,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,2,
2011,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,1,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,0,6,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,3,Police,6,Explosives,0,1,
2011,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,0,0,1,Assassination,14,Private Citizens & Property,5,Firearms,0,2,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Hadid,33.77631,44.555672,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,4,3,
2011,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.74324,44.623825,1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2,2,
