Year,Country Index,Country,Region Index,Region,Province / State,City,Latitude,Longitude,Multiple Attack,Success Attack,Suicide,Attack Type Index,Attack Type,Target Type Index,Target Type,Weapon Type Index,Weapon Type,Total No. of Fatalities,Total No. of Injured,Total No. of Hostages/Kidnapping Victims
2015,95,Iraq,10,Middle East & North Africa,Diyala,Khanasah,33.043201,44.641945,0,0,0,1,Assassination,2,Government (General),6,Explosives,1,3,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Tuz Khormato,34.881348,44.62513,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,1,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Albu Ajil,34.582001,43.724945,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown,,,16
2015,95,Iraq,10,Middle East & North Africa,Saladin,Tarmiyah,33.669689,44.381317,0,1,0,6,Hostage Taking (Kidnapping),2,Government (General),5,Firearms,1,,3
2015,95,Iraq,10,Middle East & North Africa,Saladin,Tuz Khormato district,34.880926,44.620868,0,1,0,9,Unknown,3,Police,13,Unknown,1,0,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Tuz Khormato,34.881348,44.62513,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown,,,1
2015,95,Iraq,10,Middle East & North Africa,Saladin,Hamamiyah,33.509014,44.202484,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,1,8,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Taji,33.540672,44.251266,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,2,6,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,0,0,0,9,Unknown,14,Private Citizens & Property,13,Unknown,19,,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,9,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,1,7,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,0,0,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,0,0,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,0,1,0,9,Unknown,14,Private Citizens & Property,13,Unknown,7,13,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Huran,33.46446,40.935025,0,1,1,3,Bombing/Explosion,4,Military,6,Explosives,2,3,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Taji,33.540672,44.251266,0,1,0,3,Bombing/Explosion,3,Police,6,Explosives,2,2,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2,9,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,8,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2,6,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,3,10,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,1,Assassination,3,Police,5,Firearms,1,2,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Taji,33.540672,44.251266,0,1,1,3,Bombing/Explosion,4,Military,6,Explosives,9,26,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,6,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,1,10,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Samarra district,34.192537,43.886423,0,1,0,3,Bombing/Explosion,4,Military,6,Explosives,6,10,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,2,Government (General),6,Explosives,1,0,
2015,95,Iraq,10,Middle East & North Africa,Babil,Mahmudiyah,33.057991,44.354839,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,6,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,11,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,5,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,5,
2015,95,Iraq,10,Middle East & North Africa,Nineveh,Unknown,36.222563,42.236953,0,0,1,3,Bombing/Explosion,4,Military,6,Explosives,1,0,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,7,
2015,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk district,35.470616,44.395746,0,1,0,3,Bombing/Explosion,4,Military,6,Explosives,0,2,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,1,5,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,3,Police,6,Explosives,2,4,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,3,6,
2015,95,Iraq,10,Middle East & North Africa,Diyala,Mansouriyah,34.078571,44.959305,0,0,0,1,Assassination,4,Military,6,Explosives,0,3,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,3,8,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,3,7,
2015,95,Iraq,10,Middle East & North Africa,Babil,Mahmudiyah,33.057991,44.354839,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,4,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,1,2,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2,8,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,1,7,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,3,11,
2015,95,Iraq,10,Middle East & North Africa,Nineveh,Nuran,36.538582,43.237918,0,0,0,9,Unknown,4,Military,13,Unknown,0,0,
2015,95,Iraq,10,Middle East & North Africa,Arbil,Makhmur district,35.775655,43.579751,1,1,0,3,Bombing/Explosion,4,Military,6,Explosives,,,
2015,95,Iraq,10,Middle East & North Africa,Arbil,Kuwayr,36.043266,43.49884,1,1,0,3,Bombing/Explosion,4,Military,6,Explosives,,,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,0,1,0,1,Assassination,4,Military,5,Firearms,2,1,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Albu Ajil,34.582001,43.724945,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown,,,10
2015,95,Iraq,10,Middle East & North Africa,Saladin,Tikrit,34.621521,43.668377,1,1,0,6,Hostage Taking (Kidnapping),4,Military,5,Firearms,1,0,1
2015,95,Iraq,10,Middle East & North Africa,Saladin,Tikrit,34.621521,43.668377,1,1,0,6,Hostage Taking (Kidnapping),4,Military,5,Firearms,1,0,1
2015,95,Iraq,10,Middle East & North Africa,Saladin,Tikrit,34.621521,43.668377,1,1,0,6,Hostage Taking (Kidnapping),4,Military,5,Firearms,1,0,1
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,5,12,
2015,95,Iraq,10,Middle East & North Africa,Diyala,Nahrawan,33.375759,44.702866,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,7,
2015,95,Iraq,10,Middle East & North Africa,Diyala,Husseiniyah,33.548306,44.415733,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,1,8,
2015,95,Iraq,10,Middle East & North Africa,Babil,Mahmudiyah,33.057991,44.354839,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,2,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib district,33.291944,44.065556,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2,4,
2015,95,Iraq,10,Middle East & North Africa,Diyala,Sinsil,34.021822,44.933508,0,1,0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,3,4,
2015,95,Iraq,10,Middle East & North Africa,Diyala,Barwanat al-Kabira,33.997047,44.866611,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms,71,,-99
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,2,Armed Assault,6,Airports & Aircraft,5,Firearms,0,2,
2015,95,Iraq,10,Middle East & North Africa,Nineveh,Rabiah,36.803982,42.093945,1,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms,7,,7
2015,95,Iraq,10,Middle East & North Africa,Nineveh,Rabiah,36.803982,42.093945,1,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms,7,,7
2015,95,Iraq,10,Middle East & North Africa,Nineveh,Khazuka,36.595833,41.866111,1,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms,6,,7
2015,95,Iraq,10,Middle East & North Africa,Nineveh,Sibaya,36.584045,41.951962,1,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms,5,,6
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,5,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Tuz Khormato district,34.880927,44.620853,0,1,0,3,Bombing/Explosion,20,Unknown,6,Explosives,1,0,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2,8,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,6,
2015,95,Iraq,10,Middle East & North Africa,Nineveh,Sinjar district,36.32,41.86,0,1,0,9,Unknown,4,Military,13,Unknown,0,3,
2015,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown,,,30
2015,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,8,Incendiary,0,0,
2015,95,Iraq,10,Middle East & North Africa,Diyala,Sharawin,34.054201,44.893227,0,1,0,3,Bombing/Explosion,3,Police,6,Explosives,2,2,
2015,95,Iraq,10,Middle East & North Africa,Diyala,Safra,34.32716,44.726597,0,0,1,3,Bombing/Explosion,4,Military,6,Explosives,3,0,
2015,95,Iraq,10,Middle East & North Africa,Diyala,Adhaim,34.275066,44.537865,0,1,1,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives,12,6,
2015,95,Iraq,10,Middle East & North Africa,Babil,Mahmudiyah,33.057991,44.354839,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,10,
2015,95,Iraq,10,Middle East & North Africa,Babil,Yusufiyah,33.07835,44.254719,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,4,12,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Dijlah,34.373264,43.76318,0,1,0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,9,4,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Mushahadah,33.589786,44.266976,0,1,1,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,9,21,
2015,95,Iraq,10,Middle East & North Africa,Babil,Latifiyah,32.982933,44.361595,1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,1,
2015,95,Iraq,10,Middle East & North Africa,Babil,Latifiyah,32.982933,44.361595,1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,4,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Taji,33.540672,44.251266,0,1,0,3,Bombing/Explosion,4,Military,6,Explosives,1,6,
2015,95,Iraq,10,Middle East & North Africa,Kirkuk,Tall al-Warad,35.38026,44.122547,1,1,0,3,Bombing/Explosion,4,Military,6,Explosives,2,18,
2015,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,1,1,0,3,Bombing/Explosion,4,Military,6,Explosives,2,18,
2015,95,Iraq,10,Middle East & North Africa,Kirkuk,Mariam Bek,35.326885,44.244495,1,1,0,3,Bombing/Explosion,4,Military,6,Explosives,1,18,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.31065,44.038208,0,1,0,2,Armed Assault,4,Military,5,Firearms,3,8,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Tarmiyah,33.669689,44.381317,0,1,1,3,Bombing/Explosion,3,Police,6,Explosives,4,9,
2015,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,1,3,Bombing/Explosion,3,Police,6,Explosives,2,0,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Sajariyah,33.431496,43.384418,0,1,1,3,Bombing/Explosion,4,Military,6,Explosives,4,0,
2015,95,Iraq,10,Middle East & North Africa,Babil,Unknown,32.468191,44.550194,0,1,0,3,Bombing/Explosion,20,Unknown,6,Explosives,1,0,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Nukhayb,32.04298,42.254261,0,1,1,1,Assassination,2,Government (General),6,Explosives,6,14,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,9,15,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,7,
2015,95,Iraq,10,Middle East & North Africa,Diyala,Madain,33.100529,44.584492,0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,2,6,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0,5,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Samarra,34.208416,43.890713,0,1,1,3,Bombing/Explosion,4,Military,6,Explosives,6,5,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,4,7,
2015,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,0,3,Bombing/Explosion,3,Police,6,Explosives,47,,
2015,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,0,1,1,3,Bombing/Explosion,1,Business,6,Explosives,4,0,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,10,15,
2015,95,Iraq,10,Middle East & North Africa,Kirkuk,Mullah Abdullah,35.469898,44.127674,1,1,0,3,Bombing/Explosion,4,Military,6,Explosives,1,16,
2015,95,Iraq,10,Middle East & North Africa,Diyala,Jalawla,34.271034,45.163567,0,1,1,3,Bombing/Explosion,4,Military,6,Explosives,8,0,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,5,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,4,Military,6,Explosives,1,3,
2015,95,Iraq,10,Middle East & North Africa,Kirkuk,Al-Asal,35.451722,44.097407,0,1,0,3,Bombing/Explosion,4,Military,6,Explosives,1,3,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,9,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Fallujah,33.349159,43.784199,0,1,0,6,Hostage Taking (Kidnapping),4,Military,9,Melee,1,0,1
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Fallujah,33.355225,43.823904,0,1,0,6,Hostage Taking (Kidnapping),4,Military,13,Unknown,,,7
2015,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk district,35.38994,44.217283,0,1,0,5,Hostage Taking (Barricade Incident),1,Business,6,Explosives,0,0,15
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Fallujah,33.349159,43.784199,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,5,44,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Amiriyat al-Fallujah,33.163559,43.863106,0,0,0,9,Unknown,14,Private Citizens & Property,13,Unknown,4,0,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,1,8,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,5,Firearms,,,1
2015,95,Iraq,10,Middle East & North Africa,Diyala,Madain,33.100529,44.584492,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,4,11,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Taji,33.540672,44.251266,0,1,0,3,Bombing/Explosion,4,Military,6,Explosives,2,4,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,3,6,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Tikrit district,34.600037,43.683333,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown,,,63
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Zaidan,33.247181,44.025452,0,1,0,3,Bombing/Explosion,4,Military,6,Explosives,1,5,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Al-Hamamiyat,33.509014,44.202484,0,1,0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,1,11,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,1,8,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,0,10,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Samarra,34.208416,43.890713,0,0,0,3,Bombing/Explosion,20,Unknown,6,Explosives,0,0,
2015,95,Iraq,10,Middle East & North Africa,Kirkuk,Al-Khabbaz,35.466275,44.317002,0,1,1,3,Bombing/Explosion,4,Military,6,Explosives,2,3,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Hawr Rajab,33.19392,44.408577,0,1,0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,3,6,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,5,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,1,11,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,6,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Karma,33.403057,43.911865,1,0,0,9,Unknown,14,Private Citizens & Property,13,Unknown,4,0,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Fallujah,33.349159,43.784199,1,0,0,9,Unknown,14,Private Citizens & Property,13,Unknown,3,0,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Samarra,34.208416,43.890713,0,1,1,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,7,28,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,1,Assassination,4,Military,6,Explosives,1,2,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,As Sakran,34.192039,42.497272,0,1,1,3,Bombing/Explosion,4,Military,6,Explosives,2,3,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,3,10,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,1,6,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Zaidan,33.247181,44.025452,0,1,0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,2,6,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,6,
2015,95,Iraq,10,Middle East & North Africa,Diyala,Abu Karmah,33.906048,44.724545,0,1,0,2,Armed Assault,17,Terrorists/Non-State Militia,5,Firearms,2,0,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Tuz Khormato,34.881348,44.62513,0,1,0,2,Armed Assault,3,Police,5,Firearms,0,1,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,3,10,
2015,95,Iraq,10,Middle East & North Africa,Diyala,Bahizah,34.326581,45.054344,0,1,0,3,Bombing/Explosion,4,Military,6,Explosives,0,3,
2015,95,Iraq,10,Middle East & North Africa,Diyala,Madain,33.100529,44.584492,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,9,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Hadithah district,34.139278,42.378056,0,0,0,3,Bombing/Explosion,20,Unknown,6,Explosives,,,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Ishaqi,34.023571,44.031361,0,1,0,9,Unknown,4,Military,13,Unknown,11,20,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,6,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,5,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Amerli,34.726269,44.584908,0,1,0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,1,2,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,7,
2015,95,Iraq,10,Middle East & North Africa,Babil,Mahmudiyah,33.057991,44.354839,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2,7,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2,8,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,1,7,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,1,7,
2015,95,Iraq,10,Middle East & North Africa,Babil,Yusufiyah,33.07835,44.254719,0,1,0,3,Bombing/Explosion,3,Police,6,Explosives,1,3,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2,4,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Fallujah,33.349159,43.784199,0,1,0,1,Assassination,4,Military,5,Firearms,1,0,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib district,33.291944,44.065556,0,1,0,9,Unknown,4,Military,13,Unknown,0,2,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Hajjaj,34.834415,43.515133,0,1,0,9,Unknown,14,Private Citizens & Property,13,Unknown,0,0,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,7,27,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,1,Business,6,Explosives,2,8,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Mushahidah,33.649971,44.261543,0,1,0,3,Bombing/Explosion,4,Military,6,Explosives,3,10,
2015,95,Iraq,10,Middle East & North Africa,Kirkuk,An Nahrawan,35.287163,43.99994,0,1,0,3,Bombing/Explosion,19,Transportation,6,Explosives,0,0,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,1,3,Bombing/Explosion,1,Business,6,Explosives,31,66,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,4,7,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,1,1,0,9,Unknown,2,Government (General),13,Unknown,10,4,
2015,95,Iraq,10,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,1,1,0,9,Unknown,2,Government (General),13,Unknown,,,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Shirqat,35.499439,43.234894,0,0,0,1,Assassination,2,Government (General),6,Explosives,0,0,
2015,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1,8,
2015,95,Iraq,10,Middle East & North Africa,Saladin,Saba al-Bor,33.460819,44.157433,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2,5,
2015,95,Iraq,10,Middle East & North Africa,Basra,Basra,30.510054,47.778095,0,0,0,1,Assassination,3,Police,5,Firearms,0,0,
2015,95,Iraq,10,Middle East & North Africa,Kirkuk,Daquq district,35.143172,44.446499,0,1,0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,1,6,
